user,event_date,logon_count,after_hours_logon_count,logon_pc_count,device_connect_count,after_hours_device_count,device_pc_count,file_count,unique_file_count,after_hours_file_count,usb_file_count,usb_executable_count,http_count,http_domain_count,after_hours_http_count,job_site_count,leak_site_count,keylogger_site_count,email_count,external_email_count,external_attachment_email_count,external_email_size,after_hours_email_count,mass_recipient_email_count,z_after_hours_logon_count,z_logon_pc_count,z_logon_count,z_after_hours_device_count,z_device_connect_count,z_usb_file_count,z_file_count,z_unique_file_count,z_after_hours_file_count,z_http_domain_count,z_after_hours_http_count,z_external_email_count,z_external_attachment_email_count,z_external_email_size,z_after_hours_email_count,z_mass_recipient_email_count,z_job_site_count,z_leak_site_count,z_keylogger_site_count,z_usb_executable_count,generic_score,hybrid_score
MAS0025,2010-09-28,2.0,1.0,1.0,4.0,4.0,1.0,20.0,20.0,20.0,20.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,79432.0,0.0,0.0,7.681145747868609,0.6807456457050175,1.8671347504177542,6.886298716166534,6.886298716166534,8.263737260278187,8.263737260278187,8.263737260278187,8.263737260278187,0.12312229795865479,0.0,0.4599275380209275,0.0,0.6497156709830163,0.0,0.0,0.0,0.0,0.0,0.0,3.9447111803482007,2.7521240793126984
WDD0366,2011-02-28,8.0,3.0,6.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,102462.0,0.0,0.0,1.128846699754064,1.176284902476355,1.241916191051235,6.476486946286815,6.476486946286815,10.0,10.0,10.0,10.0,1.0187443934357157,0.0,0.7678765991878359,0.0,0.7988528207046955,0.0,0.0,0.0,0.0,0.0,0.0,3.919752496332389,2.7347110439528293
BIH0745,2010-07-02,2.0,1.0,1.0,3.0,3.0,1.0,13.0,13.0,13.0,13.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,165517.0,0.0,0.0,7.681145747868609,0.6287677132370126,1.8550946005350113,7.681145747868609,7.681145747868609,7.681145747868609,7.681145747868609,7.681145747868609,7.681145747868609,0.4214042347714112,0.0,0.7713820868154054,0.025168676451699488,0.7180286368022998,0.0,0.0,0.0,0.0,0.0,0.0,3.9093194765393506,2.727432192934431
GHL0460,2010-11-12,2.0,1.0,1.0,6.0,6.0,1.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14925.0,0.0,0.0,5.385164807134504,0.6030226891555273,1.7864086752606012,8.555915288156166,8.555915288156166,7.332962262497489,7.332962262497489,7.332962262497489,7.332962262497489,0.0,0.0,2.23606797749979,0.0,2.0656265730175596,0.0,0.0,0.0,0.0,0.0,0.0,3.886217479960831,2.7113145209029055
QJR0688,2010-05-30,2.0,2.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,4.0,0.0,107226.0,6.0,0.0,10.0,1.3938140782018449,1.3938140782018449,10.0,1.2286194646393827,1.6352912823615096,1.6352912823615091,1.6352912823615091,10.0,0.9477254788929097,9.310853266640217,1.0918347726724036,0.0,0.8088996554567321,8.217939413143101,0.0,0.0,0.0,0.0,0.0,3.8757803066830916,2.7040327721044823
DCH0843,2011-01-29,1.0,1.0,1.0,5.0,5.0,1.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.681145747868609,0.6807456457050176,0.6425259834915393,7.06234916643116,7.06234916643116,8.299656959451303,8.299656959451303,8.299656959451303,8.299656959451303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.865706118789761,2.697004268923089
CAH0936,2010-08-11,4.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,0.0,4.0,4.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,63556.0,0.0,0.0,7.681145747868609,0.4342950754218302,1.5577706879464477,4.798214540391232,7.681145747868608,5.329699709385257,5.329699709385257,5.329699709385257,4.572703165985876,0.5794911953188155,4.798214540391232,0.5412342556345544,1.794270057039721,0.7949077624510933,0.0,0.0,3.2759832270179445,1.9999999999999996,0.0,0.0,3.3189138841364216,2.6687761532938956
LJR0523,2010-07-29,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,36929.0,0.0,0.0,6.0,0.6807456457050176,1.938253041283898,6.0,6.0,6.0,6.0,6.0,6.0,1.2520239412468244,6.0,1.6432099342907351,3.5131875719893433,1.2365482644702757,0.0,0.0,0.0,0.0,0.0,0.0,3.819410783452478,2.664705197757543
TAP0551,2010-11-02,3.0,1.0,1.0,2.0,2.0,1.0,11.0,11.0,11.0,11.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,20366.0,0.0,0.0,3.1488638494023515,0.5483431399231486,1.342676948605531,7.042890971334735,7.042890971334735,7.964592232168201,7.964592232168201,7.964592232168201,7.964592232168201,0.718277785109898,4.019419917637095,0.0,0.0,0.6123177035268738,0.0,0.0,1.6052017707550637,0.0,0.0,0.0,3.6734148977614267,2.656173287435592
BBS0422,2010-11-20,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,0.0,9.0,6.0,9.0,3.0,1.0,0.0,6.0,1.0,1.0,49235.0,6.0,0.0,2.0541778429027957,0.38964746934384625,0.1937684396383863,10.0,2.5064482017132264,1.979750636803709,1.9797506368037099,1.9797506368037099,10.0,0.9513568440234655,5.616658085724703,0.0,0.7942933633941793,0.7161202365356057,4.610956416368115,0.0,7.750576015460306,1.7356311276993224,0.0,0.0,2.872955372388803,2.5962746548200575
MPT0376,2010-04-17,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,7.0,5.0,2.0,136415.0,7.0,0.0,7.681145747868606,0.3345770347515063,0.6348239663743395,7.681145747868603,0.4240747762685698,0.820194714547726,0.820194714547726,0.820194714547726,10.0,0.10246586442670025,10.0,1.6781075761012185,1.783808970307112,0.9610226114457189,9.962287263517199,0.0,1.6642215921725694,0.0,0.0,0.0,3.498278290458355,2.5374163417251645
HJB0742,2010-11-16,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,7.0,7.0,2.0,1.0,0.0,0.0,8.0,2.0,1.0,72751.0,0.0,0.0,6.0,0.5171766591661139,1.4007815450639518,6.0,6.0,6.0,6.0,6.0,6.0,0.6747271546339623,6.0,0.19203965614553153,0.504578587039309,0.6693903418590155,0.0,0.0,2.759762678953188,0.0,0.0,0.0,3.3884688851482316,2.524499377949533
CAH0936,2010-08-09,3.0,1.0,1.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,0.0,6.0,5.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,72989.0,0.0,0.0,6.0,0.4342950754218302,1.1613476026336296,6.0,6.0,6.0,6.0,6.0,6.0,0.8038753658777614,6.0,0.5180381092883374,0.0,0.7960674024561755,0.0,0.0,0.0,1.9999999999999996,0.0,0.0,3.371850284864806,2.5152443847894
AJR0932,2010-09-16,2.0,1.0,1.0,9.0,9.0,1.0,23.0,23.0,23.0,23.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,24189.0,0.0,0.0,4.798214540391232,0.6546536707079771,1.7858878708243227,7.681145747868607,7.681145747868607,7.582081888935036,7.582081888935036,7.582081888935036,7.582081888935036,0.355851343273346,0.0,0.0,0.0,0.6581197493050857,0.0,0.0,0.0,0.0,0.0,0.0,3.580323087044935,2.497899828170885
BTL0226,2010-10-06,4.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,5.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,27311.0,0.0,0.0,6.0,0.6068900147757059,1.8066631575041199,6.0,6.0,6.0,6.0,6.0,6.0,0.844635867845749,10.0,0.10117218865120527,0.0,0.7490005466536468,0.0,0.0,0.0,0.0,0.0,0.0,3.5673824231902853,2.488871458039734
MSO0222,2010-12-09,7.0,5.0,6.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,8.0,8.0,2.0,1.0,0.0,0.0,7.0,3.0,0.0,110966.0,0.0,0.0,1.744076409453732,1.1520342070850675,1.3271603866627315,6.0,6.0,6.0,6.0,6.0,0.0,1.165046136970257,6.0,1.0021473082601853,0.0,0.8974087946561194,0.0,0.0,1.7486991198935298,0.0,0.0,6.0,2.7113010833768136,2.481646053512517
BDV0168,2010-07-30,3.0,2.0,1.0,6.0,6.0,1.0,15.0,15.0,15.0,15.0,0.0,13.0,12.0,5.0,1.0,0.0,0.0,7.0,3.0,0.0,68441.0,0.0,0.0,6.0,0.6546536707079772,2.836832573067901,6.0,6.0,6.0,6.0,6.0,6.0,1.1686152059258437,6.0,0.6587200193782968,0.0,0.6954669218437022,0.0,0.0,1.1206573606535566,0.0,0.0,0.0,3.442624927523807,2.4669858424964675
JLM0364,2011-04-28,6.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.46532872013088145,0.8242537842048119,1.0195474208920938,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.105478768076783,2.445682861448918
BIH0745,2010-06-29,2.0,1.0,1.0,3.0,3.0,1.0,13.0,13.0,13.0,13.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,9.0,7.0,1.0,242880.0,0.0,0.0,6.0,0.6807456457050176,1.938253041283898,6.0,6.0,6.0,6.0,6.0,6.0,0.3307412303937062,6.0,1.1626894330871995,0.07906287492331615,0.8393446585615327,0.0,0.0,0.0,0.0,0.0,0.0,3.4363320052706112,2.397440933909729
MYD0978,2010-12-08,2.0,1.0,1.0,4.0,4.0,1.0,15.0,15.0,15.0,15.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,120715.0,0.0,0.0,6.0,0.7071067811865475,1.9479996341858585,6.0,6.0,6.0,6.0,6.0,6.0,0.40970352947866673,6.0,0.7959051370021641,0.0,0.8497911315111359,0.0,0.0,0.0,0.0,0.0,0.0,3.4108393948764717,2.3796553917742824
MGS0974,2011-04-30,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,0.0,8.0,7.0,8.0,0.0,1.0,0.0,5.0,5.0,0.0,159158.0,5.0,0.0,4.358898943540673,0.38676360684348626,0.38676360684348626,6.0,1.949882514150665,4.917680879290571,4.917680879290571,4.917680879290571,6.0,1.1130548922747332,5.448293779106676,1.3777819837119927,0.0,0.8297698577834529,4.266295437749674,0.0,0.0,2.646499858276565,0.0,0.0,3.1020193275802583,2.3796123100319937
RKD0604,2010-07-09,2.0,1.0,1.0,9.0,9.0,1.0,27.0,27.0,27.0,27.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,7.0,3.0,0.0,109745.0,0.0,0.0,6.0,0.6546536707079772,1.9311464984533864,6.0,6.0,6.0,6.0,6.0,6.0,0.43096214517003695,6.0,0.7916827039945278,0.0,0.7939751173215253,0.0,0.0,0.0,0.0,0.0,0.0,3.404678623466556,2.3753571791627137
FTM0406,2010-11-22,2.0,1.0,1.0,8.0,8.0,1.0,20.0,20.0,20.0,20.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,46502.0,0.0,0.0,6.0,0.6546536707079771,1.931146498453386,6.0,6.0,6.0,6.0,6.0,6.0,0.9161898653445014,6.0,0.3394933443363035,0.0,0.6742685527915723,0.0,0.0,0.0,0.0,0.0,0.0,3.386770050194613,2.362862825717172
FMG0527,2010-12-30,2.0,1.0,1.0,5.0,5.0,1.0,11.0,11.0,11.0,11.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.7337993857053429,1.9602140248191877,6.0,6.0,6.0,6.0,6.0,6.0,1.8165308431762515,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.361384105038091,2.3451517011893657
HFB0347,2010-06-05,1.0,1.0,1.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,71349.0,3.0,0.0,5.385164807134504,0.5773502691896255,0.5773502691896255,6.0,2.9342754330939758,1.252628053300809,1.252628053300809,1.252628053300809,6.0,0.9368718894251057,8.219803746721157,2.5289034702088937,0.0,1.315522112497351,8.219803746721155,0.0,5.433098751795483,0.0,0.0,0.0,2.878588672347316,2.3241955127885627
LIM0674,2011-01-05,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,7.0,6.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,35025.0,0.0,0.0,2.7014127213307795,0.47820983227702996,1.2371435089839833,6.0,1.7807575065911616,7.975467262327219,7.285888474772309,7.285888474772309,6.0,1.188437381455114,6.549685389571685,0.0,0.0,0.7327674177334703,0.0,0.0,0.0,0.0,0.0,0.0,3.3242290726392394,2.31922958556226
FTM0406,2010-12-01,2.0,1.0,1.0,8.0,8.0,1.0,13.0,13.0,13.0,13.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.385164807134504,0.6807456457050176,1.8671347504177542,7.321814937777877,7.321814937777877,6.640843461810317,6.640843461810317,6.640843461810317,6.640843461810317,1.1847072731363675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3146262449412607,2.312529938331112
TAP0551,2010-10-22,3.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,88505.0,0.0,0.0,6.0,0.5231557137011705,1.3735685663502855,6.0,6.0,6.0,6.0,6.0,6.0,0.47806562043597534,0.0,0.8617013562324338,2.553323008839666,0.8086065127846729,0.0,0.0,0.0,0.0,0.0,0.0,3.304547176033094,2.3054980297905305
AAM0658,2010-10-27,2.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,21432.0,0.0,0.0,5.385164807134504,0.6546536707079771,1.8598098096932851,3.34139917603513,3.34139917603513,7.108015688531569,7.108015688531569,7.108015688531569,7.108015688531569,1.53572246135447,2.6781908346951866,0.7197115384603082,0.0,0.9943317557967638,0.0,0.0,0.0,0.0,0.0,0.0,3.243926875568649,2.2632047969083597
JMB0308,2010-07-12,2.0,0.0,1.0,5.0,3.0,1.0,10.0,10.0,8.0,10.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,11.0,9.0,4.0,242446.0,0.0,0.0,0.0,0.7071067811865475,1.9479996341858585,6.0,6.0,6.0,6.0,6.0,6.0,0.06318293430442735,6.0,1.7494155930844129,3.0500666059085426,0.9536333208782555,0.0,0.0,0.0,0.0,0.0,0.0,3.2210634302665473,2.247253555999917
GCL0016,2011-01-01,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,5.0,2.0,1.0,55284.0,5.0,0.0,3.059245790655991,0.3867636068434861,0.5990574941351063,5.1432329104726255,2.8413206472209036,3.6636804056169416,3.6636804056169416,3.6636804056169416,7.681145747868609,0.3112250584943438,2.189383536939757,0.46119204851113393,0.7477400655748178,0.7088748643977716,2.7877506833039516,0.0,0.0,0.0,0.0,6.0,2.5205795568798233,2.246915969916156
JTM0223,2010-07-22,7.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,170803.0,0.0,0.0,1.6197694939653497,0.8172560740408623,0.9774722962088757,6.0,6.0,6.0,6.0,6.0,0.0,0.2703797835425254,0.0,1.5569207497240678,1.6898799019651898,0.922844480830118,0.0,0.0,0.0,0.0,0.0,6.0,2.517687233786027,2.2448980700832744
LQC0479,2010-09-14,3.0,2.0,1.0,7.0,7.0,1.0,22.0,22.0,22.0,22.0,0.0,7.0,6.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,72356.0,0.0,0.0,6.0,0.6807456457050176,2.8304687374050737,6.0,6.0,6.0,6.0,6.0,6.0,0.4794637341319145,0.0,0.354454832703875,0.0,0.6353662154165962,0.0,0.0,1.4869811318424002,0.0,0.0,0.0,3.0907647261839055,2.242799874770306
PNH0761,2011-02-25,3.0,1.0,2.0,2.0,1.0,1.0,26.0,26.0,2.0,26.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,55108.0,0.0,0.0,3.7416573867739413,1.5671917492011092,2.086297373456821,6.0,4.110826059450976,2.9009691220351215,2.9009691220351215,2.9009691220351215,6.0,0.37625904845173036,3.34139917603513,1.9928282070956425,0.0,1.260154866762577,0.0,0.0,0.0,0.0,0.0,6.0,2.507505606528073,2.2377946092056327
DCH0843,2011-02-02,2.0,1.0,1.0,6.0,6.0,1.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.385164807134504,0.7071067811865476,1.8768665887449045,5.609987290056025,5.609987290056025,3.981202748775818,3.981202748775818,3.981202748775818,3.981202748775818,1.7061232619229028,3.5131019740280873,0.0,0.0,0.0,0.0,0.0,7.681145747868609,0.0,0.0,0.0,2.560290268313702,2.23282726556006
FMG0527,2011-01-07,2.0,0.0,1.0,5.0,5.0,1.0,12.0,12.0,12.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7337993857053428,1.8230147011674753,7.157747890520173,7.157747890520173,7.9327609852827745,7.9327609852827745,7.9327609852827745,7.9327609852827745,0.44160656922467334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1833518102562883,2.22094312343462
JRG0207,2011-01-18,2.0,1.0,1.0,7.0,7.0,1.0,9.0,9.0,9.0,9.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,39484.0,0.0,0.0,6.0,0.7884298457197199,1.9915652218816402,6.0,6.0,6.0,6.0,6.0,6.0,1.1048031791016752,0.0,0.03361294698908866,1.0494489253974038,0.8620641374136865,0.0,0.0,0.0,0.0,0.0,0.0,3.1824099713722322,2.220286026538767
BLS0678,2010-09-17,3.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,36806.0,0.0,0.0,6.0,0.6287677132370126,1.3603968577159782,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.6291419329336506,1.3991985800231268,0.6848751785172571,0.0,0.0,0.0,0.0,0.0,0.0,3.1696493295367376,2.211383253165166
QJR0688,2011-05-07,2.0,2.0,2.0,3.0,3.0,1.0,6.0,6.0,6.0,6.0,0.0,9.0,7.0,9.0,0.0,0.0,0.0,6.0,4.0,2.0,98528.0,6.0,0.0,7.681145747868606,1.313736566633109,1.313736566633109,6.0,1.8359748186196432,1.1724735548191498,1.1609885697030367,1.1609885697030367,6.0,1.0986691322740103,10.0,1.437950592831144,2.0737956485030526,0.9233496925967621,6.387707798729766,0.0,0.0,0.0,0.0,0.0,3.148111913991413,2.1963571492963347
MAS0025,2010-09-22,2.0,1.0,1.0,5.0,5.0,1.0,16.0,16.0,16.0,16.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,193495.0,0.0,0.0,6.0,0.6807456457050176,1.938253041283898,6.0,6.0,6.0,6.0,6.0,6.0,0.5505331511920902,0.0,1.2224303662753904,0.0,0.8484991973399741,0.0,0.0,0.0,0.0,0.0,0.0,3.14349446052471,2.1931356701335187
BIH0745,2010-07-08,2.0,1.0,1.0,4.0,4.0,1.0,15.0,15.0,15.0,15.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,9.0,8.0,3.0,216094.0,0.0,0.0,5.385164807134504,0.6807456457050176,1.8015273925812858,6.281873003866545,6.281873003866545,5.667039969516199,5.667039969516199,5.667039969516199,5.667039969516199,0.5852923304716451,0.0,1.2830139950021362,1.218274602730488,0.8123372833976114,0.0,0.0,0.0,0.0,0.0,0.0,3.131985858732188,2.185106413068968
AJR0932,2010-09-10,3.0,2.0,1.0,9.0,9.0,1.0,24.0,24.0,24.0,24.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,41437.0,0.0,0.0,6.0,0.6287677132370129,2.8479478776029405,6.0,6.0,6.0,6.0,6.0,6.0,0.5790165508878268,0.0,0.5842650281600966,0.0,0.7476797879312004,0.0,0.0,0.0,0.0,0.0,0.0,3.1155590932950035,2.173645879043026
GCL0016,2010-02-28,2.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,0.0,10.0,8.0,10.0,0.0,0.0,0.0,5.0,4.0,0.0,102183.0,5.0,0.0,2.8603692063423107,0.36066454356746386,0.568432326305063,7.348469228349535,1.5651349370935856,4.5973564150904584,4.5973564150904584,4.5973564150904584,10.0,1.02526189312818,3.689570779464153,1.3246673015114914,0.0,0.8242135029674569,2.593341086987586,0.0,0.0,0.0,0.0,0.0,3.09803585190123,2.161420361791556
